Samples	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	Group
I6198	-0.0129	0.0255	-0.0010	-0.0258	-0.0466	-0.0404	0.0161	-0.0062	-0.0067	0.0024	Pakistan_Udegram_IA
I6897	-0.0113	0.0314	-0.0028	-0.0243	-0.0490	-0.0318	0.0105	0.0022	0.0036	-0.0067	Pakistan_Udegram_IA
I6899	-0.0110	0.0302	0.0015	-0.0271	-0.0496	-0.0433	0.0107	0.0034	-0.0083	-0.0009	Pakistan_Udegram_IA
I6900	-0.0129	0.0318	0.0004	-0.0273	-0.0508	-0.0328	0.0076	-0.0156	-0.0047	-0.0019	Pakistan_Udegram_IA
I6901	-0.0123	0.0295	-0.0028	-0.0259	-0.0577	-0.0400	0.0071	-0.0012	0.0010	-0.0025	Pakistan_Udegram_IA
I8190	-0.0132	0.0290	0.0064	-0.0228	-0.0497	-0.0352	0.0083	-0.0045	0.0014	-0.0034	Pakistan_Udegram_IA
I3261	-0.0137	0.0258	0.0056	-0.0231	-0.0598	-0.0490	0.0204	-0.0088	0.0100	-0.0048	Pakistan_Udegram_IA_1d.rel.I1985
I3260	-0.0146	0.0296	-0.0052	-0.0240	-0.0512	-0.0351	0.0111	-0.0066	-0.0005	0.0051	Pakistan_Udegram_IA_1d.rel.I6900
I3262	-0.0125	0.0329	0.0013	-0.0260	-0.0494	-0.0296	0.0076	-0.0088	-0.0020	0.0034	Pakistan_Udegram_IA_father.or.son.I1799_1d.rel.I1992
I1992	-0.0079	0.0247	-0.0022	-0.0357	-0.0400	-0.0404	0.0192	-0.0053	-0.0178	0.0039	Pakistan_Udegram_IA_o
S_Palestinian-1.DG	-0.0379	0.0222	0.0133	-0.0111	-0.0268	-0.0202	0.0008	-0.0009	0.0032	-0.0097	Palestinian.DG
S_Palestinian-2.DG	-0.0377	0.0187	0.0129	-0.0119	-0.0265	-0.0083	0.0067	-0.0030	-0.0055	-0.0027	Palestinian.DG
S_Palestinian-3.DG	-0.0399	0.0184	0.0120	-0.0125	-0.0234	-0.0128	-0.0021	-0.0035	-0.0021	-0.0018	Palestinian.DG
HGDP00675.DG	-0.0389	0.0211	0.0128	-0.0127	-0.0267	-0.0178	0.0039	-0.0022	-0.0009	0.0016	Palestinian.DG
HGDP00676.DG	-0.0397	0.0152	0.0117	-0.0115	-0.0258	-0.0162	0.0002	0.0026	-0.0003	-0.0026	Palestinian.DG
HGDP00677.DG	-0.0387	0.0183	0.0132	-0.0130	-0.0244	-0.0143	0.0045	-0.0000	0.0031	0.0010	Palestinian.DG
HGDP00679.DG	-0.0378	0.0200	0.0132	-0.0090	-0.0268	-0.0167	-0.0015	0.0002	0.0104	-0.0011	Palestinian.DG
HGDP00680.DG	-0.0406	0.0209	0.0150	-0.0149	-0.0284	-0.0173	0.0027	-0.0069	0.0001	-0.0012	Palestinian.DG
HGDP00683.DG	-0.0400	0.0204	0.0184	-0.0153	-0.0259	-0.0135	0.0045	-0.0028	0.0040	-0.0011	Palestinian.DG
HGDP00684.DG	-0.0404	0.0172	0.0146	-0.0130	-0.0319	-0.0184	-0.0001	-0.0039	-0.0041	0.0001	Palestinian.DG
HGDP00685.DG	-0.0430	0.0231	0.0198	-0.0088	-0.0252	-0.0151	0.0051	-0.0021	0.0085	-0.0024	Palestinian_oAfrican.DG
HGDP00686.DG	-0.0407	0.0180	0.0124	-0.0153	-0.0217	-0.0182	-0.0091	-0.0058	0.0019	-0.0049	Palestinian.DG
HGDP00687.DG	-0.0410	0.0166	0.0138	-0.0080	-0.0327	-0.0155	0.0033	-0.0005	0.0038	-0.0034	Palestinian_oAfrican.DG
HGDP00688.DG	-0.0387	0.0153	0.0110	-0.0129	-0.0281	-0.0169	0.0012	-0.0002	-0.0054	0.0023	Palestinian.DG
HGDP00689.DG	-0.0416	0.0187	0.0152	-0.0117	-0.0245	-0.0113	0.0050	-0.0024	-0.0034	-0.0052	Palestinian.DG
HGDP00690.DG	-0.0397	0.0182	0.0182	-0.0092	-0.0263	-0.0118	0.0034	-0.0063	0.0038	-0.0078	Palestinian.DG
HGDP00691.DG	-0.0394	0.0204	0.0142	-0.0138	-0.0244	-0.0188	-0.0013	-0.0039	-0.0033	-0.0023	Palestinian.DG
HGDP00694.DG	-0.0383	0.0205	0.0122	-0.0109	-0.0237	-0.0143	-0.0039	-0.0033	-0.0022	-0.0022	Palestinian.DG
HGDP00696.DG	-0.0380	0.0195	0.0136	-0.0087	-0.0300	-0.0153	-0.0055	-0.0006	0.0052	-0.0039	Palestinian.DG
HGDP00697.DG	-0.0386	0.0196	0.0111	-0.0128	-0.0226	-0.0164	0.0023	-0.0035	-0.0044	-0.0089	Palestinian.DG
HGDP00698.DG	-0.0410	0.0188	0.0131	-0.0072	-0.0247	-0.0178	-0.0046	-0.0041	0.0064	-0.0089	Palestinian.DG
HGDP00699.DG	-0.0390	0.0204	0.0135	-0.0127	-0.0258	-0.0135	-0.0062	-0.0038	0.0014	0.0015	Palestinian.DG
HGDP00700.DG	-0.0403	0.0185	0.0122	-0.0152	-0.0218	-0.0152	-0.0019	-0.0027	-0.0067	-0.0018	Palestinian.DG
HGDP00722.DG	-0.0379	0.0221	0.0132	-0.0110	-0.0267	-0.0201	0.0007	-0.0007	0.0029	-0.0096	Palestinian.DG
HGDP00724.DG	-0.0383	0.0173	0.0148	-0.0103	-0.0314	-0.0159	-0.0035	0.0035	-0.0020	0.0008	Palestinian.DG
HGDP00725.DG	-0.0378	0.0187	0.0129	-0.0123	-0.0263	-0.0083	0.0062	-0.0029	-0.0054	-0.0030	Palestinian.DG
HGDP00726.DG	-0.0401	0.0179	0.0133	-0.0112	-0.0257	-0.0134	0.0071	0.0024	0.0045	-0.0065	Palestinian.DG
HGDP00727.DG	-0.0392	0.0184	0.0135	-0.0114	-0.0216	-0.0176	0.0050	0.0013	-0.0024	0.0033	Palestinian.DG
HGDP00729.DG	-0.0394	0.0192	0.0142	-0.0119	-0.0295	-0.0148	0.0029	0.0047	0.0083	-0.0001	Palestinian.DG
HGDP00730.DG	-0.0386	0.0170	0.0118	-0.0098	-0.0254	-0.0105	-0.0053	-0.0039	0.0032	0.0002	Palestinian.DG
HGDP00731.DG	-0.0417	0.0196	0.0151	-0.0180	-0.0252	-0.0128	0.0027	-0.0054	0.0036	-0.0037	Palestinian_oAfrican.DG
HGDP00732.DG	-0.0406	0.0182	0.0166	-0.0102	-0.0258	-0.0116	0.0032	-0.0002	0.0007	0.0005	Palestinian.DG
HGDP00733.DG	-0.0408	0.0178	0.0137	-0.0080	-0.0224	-0.0169	-0.0048	0.0023	0.0007	0.0005	Palestinian.DG
HGDP00734.DG	-0.0400	0.0188	0.0133	-0.0104	-0.0253	-0.0187	0.0083	0.0003	0.0024	-0.0027	Palestinian.DG
HGDP00735.DG	-0.0408	0.0179	0.0188	-0.0137	-0.0252	-0.0147	0.0046	0.0024	-0.0006	0.0021	Palestinian.DG
HGDP00736.DG	-0.0401	0.0172	0.0128	-0.0123	-0.0275	-0.0169	-0.0031	-0.0065	-0.0007	-0.0016	Palestinian.DG
HGDP00737.DG	-0.0399	0.0185	0.0120	-0.0125	-0.0236	-0.0128	-0.0024	-0.0037	-0.0019	-0.0017	Palestinian.DG
HGDP00739.DG	-0.0396	0.0233	0.0168	-0.0139	-0.0290	-0.0138	0.0033	-0.0052	-0.0028	0.0034	Palestinian.DG
HGDP00740.DG	-0.0393	0.0170	0.0136	-0.0105	-0.0250	-0.0150	0.0007	0.0041	-0.0004	0.0024	Palestinian.DG
HGDP00745.DG	-0.0389	0.0191	0.0155	-0.0135	-0.0252	-0.0199	0.0082	0.0034	0.0027	0.0029	Palestinian.DG
HGDP00746.DG	-0.0417	0.0226	0.0138	-0.0145	-0.0305	-0.0208	0.0051	0.0031	-0.0032	-0.0056	Palestinian.DG
PAPV_noUDG.SG	-0.0694	0.0608	0.0126	-0.0302	-0.1226	-0.0223	0.1137	-0.0712	-0.0591	0.0314	Panama_IsthmoColombian_Colonial_oAfrica_lc.SG
PAPV_53_noUDG.SG	-0.0215	0.1015	0.0641	-0.1566	-0.0010	-0.1650	-0.0207	-0.0581	-0.0136	0.1490	Panama_IsthmoColombian_Colonial_oAfrica_lc.SG
PAPV_61_noUDG.SG	-0.0512	0.0498	-0.0081	-0.0523	-0.0514	-0.0391	0.1333	0.0239	-0.0534	-0.0704	Panama_IsthmoColombian_Colonial_oAfrica_lc.SG
PAPV_26_noUDG.SG	0.0057	0.0854	0.0069	-0.0224	0.0053	-0.0240	-0.0440	-0.0407	0.0041	-0.0253	Panama_IsthmoColombian_Colonial_oEastAsian_lc.SG
PAPV_93_noUDG.SG	-0.0177	-0.0205	-0.0008	0.0082	0.0290	-0.0290	0.0067	0.0265	0.0047	-0.0005	Panama_IsthmoColombian_Colonial_oEuropean_lc.SG
PAPV_27_noUDG.SG	0.0181	0.0472	-0.0066	-0.0805	-0.0132	-0.0638	0.0172	-0.0211	0.0321	0.0071	Panama_IsthmoColombian_Colonial_oNativeAmerican_lc.SG
PAPV_137_noUDG.SG	-0.0000	0.0374	-0.0081	-0.0742	0.0016	-0.0154	-0.0002	0.0172	0.0191	0.0148	Panama_IsthmoColombian_oEuropean_lc.SG
PAPV_114_noUDG.SG	0.0157	0.0516	-0.0104	-0.0745	-0.0248	-0.0556	0.0140	-0.0166	0.0006	0.0013	Panama_IsthmoColombian_PreColonial.SG
PAPV_117_noUDG.SG	0.0113	0.0608	-0.0094	-0.0786	-0.0418	-0.0608	0.0085	-0.0133	0.0033	0.0005	Panama_IsthmoColombian_PreColonial.SG
PAPV_118_noUDG.SG	0.0158	0.0551	-0.0122	-0.0716	-0.0299	-0.0596	0.0101	-0.0075	0.0174	0.0011	Panama_IsthmoColombian_PreColonial.SG
PAPV_146_noUDG.SG	0.0139	0.0589	-0.0104	-0.0745	-0.0277	-0.0482	0.0103	-0.0251	0.0064	-0.0030	Panama_IsthmoColombian_PreColonial.SG
PAPV_167_noUDG.SG	0.0112	0.0597	-0.0067	-0.0735	-0.0377	-0.0584	0.0236	-0.0076	0.0005	0.0066	Panama_IsthmoColombian_PreColonial.SG
PAPV_172_noUDG.SG	0.0119	0.0457	-0.0070	-0.0738	-0.0321	-0.0568	0.0112	-0.0125	0.0003	-0.0203	Panama_IsthmoColombian_PreColonial.SG
PAPV_173_noUDG.SG	0.0132	0.0587	-0.0178	-0.0787	-0.0322	-0.0537	0.0160	-0.0146	0.0110	0.0033	Panama_IsthmoColombian_PreColonial.SG
PAPV_174_noUDG.SG	0.0131	0.0555	-0.0107	-0.0844	-0.0326	-0.0510	0.0104	-0.0125	0.0196	-0.0012	Panama_IsthmoColombian_PreColonial.SG
PAPV_175_noUDG.SG	0.0089	0.0582	-0.0164	-0.0675	-0.0285	-0.0637	0.0088	-0.0159	0.0044	-0.0045	Panama_IsthmoColombian_PreColonial.SG
S_Papuan-2.DG	-0.0136	0.0498	0.0068	-0.0631	-0.0267	-0.0491	0.0025	-0.0134	0.0093	0.0030	Papuan.DG
S_Papuan-3.DG	-0.0120	0.0537	0.0041	-0.0628	-0.0267	-0.0497	0.0131	-0.0159	0.0049	0.0055	Papuan.DG
S_Papuan-4.DG	-0.0122	0.0537	0.0053	-0.0609	-0.0250	-0.0477	0.0016	-0.0145	0.0085	0.0034	Papuan.DG
S_Papuan-5.DG	-0.0129	0.0526	0.0030	-0.0579	-0.0289	-0.0443	0.0047	-0.0149	0.0130	0.0051	Papuan.DG
B_Papuan-15.DG	-0.0130	0.0512	0.0061	-0.0607	-0.0278	-0.0462	0.0086	-0.0153	0.0108	0.0080	Papuan.DG
S_Papuan-6.DG	-0.0124	0.0510	0.0039	-0.0640	-0.0304	-0.0524	0.0038	-0.0154	0.0124	0.0072	Papuan.DG
S_Papuan-7.DG	-0.0119	0.0523	0.0056	-0.0570	-0.0270	-0.0488	0.0068	-0.0157	0.0081	0.0131	Papuan.DG
S_Papuan-8.DG	-0.0125	0.0522	0.0036	-0.0602	-0.0276	-0.0534	0.0043	-0.0139	0.0130	0.0068	Papuan.DG
S_Papuan-1.DG	-0.0121	0.0499	0.0026	-0.0592	-0.0231	-0.0479	0.0050	-0.0120	0.0089	0.0076	Papuan.DG
S_Papuan-13.DG	-0.0111	0.0521	0.0024	-0.0595	-0.0260	-0.0520	0.0022	-0.0128	0.0070	0.0074	Papuan.DG
S_Papuan-10.DG	-0.0138	0.0515	0.0056	-0.0627	-0.0247	-0.0477	0.0045	-0.0150	0.0102	0.0046	Papuan.DG
S_Papuan-14.DG	-0.0121	0.0510	0.0031	-0.0604	-0.0290	-0.0463	0.0048	-0.0123	0.0080	0.0063	Papuan.DG
S_Papuan-11.DG	-0.0117	0.0507	0.0055	-0.0587	-0.0288	-0.0474	0.0028	-0.0120	0.0099	0.0080	Papuan.DG
S_Papuan-12.DG	-0.0127	0.0517	0.0033	-0.0572	-0.0279	-0.0504	0.0015	-0.0172	0.0058	0.0103	Papuan.DG
HGDP00540.DG	-0.0134	0.0498	0.0070	-0.0631	-0.0270	-0.0488	0.0030	-0.0133	0.0090	0.0026	Papuan.DG
HGDP00541.DG	-0.0119	0.0537	0.0042	-0.0627	-0.0270	-0.0500	0.0133	-0.0157	0.0050	0.0055	Papuan.DG
HGDP00543.DG	-0.0120	0.0537	0.0056	-0.0608	-0.0253	-0.0477	0.0015	-0.0144	0.0088	0.0030	Papuan.DG
HGDP00545.DG	-0.0127	0.0529	0.0029	-0.0579	-0.0293	-0.0442	0.0047	-0.0148	0.0129	0.0050	Papuan.DG
HGDP00546.DG	-0.0128	0.0511	0.0064	-0.0607	-0.0278	-0.0459	0.0086	-0.0152	0.0109	0.0080	Papuan.DG
HGDP00547.DG	-0.0123	0.0511	0.0039	-0.0640	-0.0307	-0.0525	0.0039	-0.0153	0.0122	0.0069	Papuan.DG
HGDP00548.DG	-0.0118	0.0524	0.0058	-0.0571	-0.0273	-0.0488	0.0071	-0.0155	0.0081	0.0131	Papuan.DG
HGDP00549.DG	-0.0124	0.0522	0.0038	-0.0600	-0.0277	-0.0533	0.0045	-0.0139	0.0132	0.0070	Papuan.DG
HGDP00550.DG	-0.0120	0.0499	0.0027	-0.0591	-0.0237	-0.0480	0.0050	-0.0117	0.0087	0.0078	Papuan.DG
HGDP00552.DG	-0.0111	0.0519	0.0025	-0.0592	-0.0263	-0.0518	0.0025	-0.0129	0.0070	0.0076	Papuan.DG
HGDP00553.DG	-0.0136	0.0515	0.0056	-0.0625	-0.0247	-0.0475	0.0053	-0.0151	0.0101	0.0046	Papuan.DG
HGDP00554.DG	-0.0120	0.0509	0.0032	-0.0603	-0.0290	-0.0463	0.0048	-0.0120	0.0084	0.0061	Papuan.DG
HGDP00555.DG	-0.0116	0.0506	0.0054	-0.0589	-0.0288	-0.0474	0.0028	-0.0119	0.0100	0.0079	Papuan.DG
HGDP00556.DG	-0.0127	0.0515	0.0034	-0.0574	-0.0277	-0.0501	0.0013	-0.0169	0.0061	0.0101	Papuan.DG
S_Pathan-1.DG	-0.0133	0.0312	-0.0012	-0.0228	-0.0458	-0.0303	0.0099	-0.0039	0.0029	-0.0050	Pathan.DG
S_Pathan-2.DG	-0.0126	0.0284	-0.0030	-0.0263	-0.0471	-0.0338	0.0066	-0.0038	0.0091	-0.0064	Pathan.DG
HGDP00213.DG	-0.0117	0.0263	-0.0036	-0.0214	-0.0405	-0.0324	0.0114	0.0012	-0.0010	0.0020	Pathan.DG
HGDP00216.DG	-0.0132	0.0310	-0.0011	-0.0226	-0.0459	-0.0305	0.0098	-0.0037	0.0031	-0.0048	Pathan.DG
HGDP00218.DG	-0.0114	0.0258	-0.0020	-0.0257	-0.0462	-0.0283	0.0061	-0.0073	0.0007	-0.0025	Pathan.DG
HGDP00222.DG	-0.0130	0.0278	-0.0032	-0.0195	-0.0410	-0.0349	0.0125	-0.0069	0.0107	-0.0035	Pathan.DG
HGDP00224.DG	-0.0111	0.0225	-0.0024	-0.0271	-0.0431	-0.0309	0.0099	-0.0037	0.0078	0.0065	Pathan.DG
HGDP00226.DG	-0.0144	0.0231	-0.0020	-0.0259	-0.0426	-0.0336	0.0113	0.0000	-0.0000	-0.0020	Pathan.DG
HGDP00228.DG	-0.0115	0.0289	-0.0037	-0.0213	-0.0433	-0.0362	0.0121	-0.0041	0.0038	-0.0013	Pathan.DG
HGDP00232.DG	-0.0126	0.0282	-0.0028	-0.0260	-0.0470	-0.0339	0.0069	-0.0040	0.0093	-0.0063	Pathan.DG
HGDP00241.DG	-0.0121	0.0218	-0.0075	-0.0234	-0.0462	-0.0323	0.0059	-0.0008	0.0078	0.0016	Pathan.DG
HGDP00243.DG	-0.0138	0.0274	-0.0040	-0.0166	-0.0500	-0.0337	0.0018	-0.0001	-0.0063	-0.0019	Pathan.DG
HGDP00244.DG	-0.0126	0.0247	-0.0010	-0.0255	-0.0465	-0.0339	0.0031	-0.0120	0.0030	-0.0067	Pathan.DG
HGDP00248.DG	-0.0110	0.0290	-0.0024	-0.0267	-0.0480	-0.0351	0.0052	-0.0049	0.0052	-0.0049	Pathan.DG
HGDP00254.DG	-0.0123	0.0266	-0.0014	-0.0240	-0.0435	-0.0294	0.0043	-0.0036	-0.0015	-0.0030	Pathan.DG
HGDP00258.DG	-0.0115	0.0286	0.0004	-0.0264	-0.0481	-0.0338	0.0146	0.0033	0.0035	-0.0029	Pathan.DG
HGDP00259.DG	-0.0106	0.0245	-0.0036	-0.0247	-0.0487	-0.0302	0.0045	-0.0057	0.0004	-0.0034	Pathan.DG
HGDP00262.DG	-0.0130	0.0274	-0.0005	-0.0246	-0.0439	-0.0338	0.0133	-0.0005	-0.0005	-0.0047	Pathan.DG
HGDP00264.DG	-0.0130	0.0264	-0.0037	-0.0312	-0.0393	-0.0346	0.0038	0.0015	-0.0028	-0.0082	Pathan.DG
HG01944.SG	0.0008	0.0573	-0.0043	-0.0742	-0.0208	-0.0518	0.0082	-0.0110	0.0055	-0.0020	PEL_oEastAsian.SG
HG02006.SG	-0.0202	0.0328	0.0067	-0.0465	-0.0154	-0.0278	-0.0008	-0.0116	0.0065	0.0047	PEL_oHighAfrican.SG
HG01566.SG	-0.0053	0.0258	-0.0061	-0.0422	-0.0081	-0.0194	0.0058	-0.0041	-0.0025	0.0023	PEL_oHighEuropean.SG
HG01577.SG	-0.0060	0.0241	-0.0047	-0.0417	-0.0033	-0.0253	-0.0001	-0.0078	0.0103	-0.0044	PEL_oHighEuropean.SG
HG01892.SG	0.0022	0.0429	-0.0051	-0.0601	-0.0244	-0.0514	0.0036	-0.0098	0.0059	0.0050	PEL_SomeAfrican.SG
HG01893.SG	-0.0063	0.0331	-0.0009	-0.0529	-0.0125	-0.0371	0.0025	-0.0130	0.0065	0.0056	PEL_SomeAfrican.SG
HG01924.SG	0.0011	0.0481	-0.0033	-0.0642	-0.0173	-0.0414	0.0049	-0.0093	0.0044	-0.0003	PEL_SomeAfrican.SG
HG01933.SG	-0.0001	0.0411	-0.0021	-0.0575	-0.0153	-0.0411	0.0108	-0.0129	0.0093	-0.0030	PEL_SomeAfrican.SG
HG01941.SG	0.0049	0.0481	-0.0071	-0.0687	-0.0187	-0.0425	0.0141	-0.0075	0.0069	0.0016	PEL_SomeAfrican.SG
HG01948.SG	-0.0035	0.0492	-0.0041	-0.0639	-0.0235	-0.0518	0.0075	-0.0071	0.0096	-0.0066	PEL_SomeAfrican.SG
HG01950.SG	0.0051	0.0510	-0.0091	-0.0696	-0.0195	-0.0499	0.0030	-0.0186	0.0096	0.0057	PEL_SomeAfrican.SG
HG01965.SG	-0.0018	0.0373	-0.0049	-0.0513	-0.0178	-0.0347	0.0039	-0.0150	0.0013	0.0037	PEL_SomeAfrican.SG
HG01971.SG	-0.0049	0.0414	-0.0052	-0.0559	-0.0116	-0.0340	0.0152	-0.0182	0.0087	0.0011	PEL_SomeAfrican.SG
HG02090.SG	-0.0053	0.0401	-0.0023	-0.0528	-0.0164	-0.0410	0.0091	-0.0067	0.0072	0.0005	PEL_SomeAfrican.SG
HG02274.SG	-0.0071	0.0459	0.0009	-0.0581	-0.0178	-0.0425	0.0147	-0.0144	0.0069	0.0022	PEL_SomeAfrican.SG
HG02304.SG	0.0030	0.0459	-0.0096	-0.0618	-0.0214	-0.0422	0.0090	-0.0158	0.0007	-0.0038	PEL_SomeAfrican.SG
HG02425.SG	-0.0020	0.0342	-0.0050	-0.0487	-0.0107	-0.0361	0.0015	-0.0153	0.0005	0.0019	PEL_SomeAfrican.SG
HG01565.SG	0.0019	0.0407	-0.0047	-0.0506	-0.0140	-0.0359	0.0101	-0.0041	0.0045	-0.0061	PEL.SG
HG01571.SG	0.0002	0.0355	-0.0065	-0.0554	-0.0147	-0.0282	-0.0006	-0.0117	0.0072	-0.0025	PEL.SG
HG01572.SG	0.0095	0.0522	-0.0114	-0.0711	-0.0193	-0.0538	0.0072	-0.0099	0.0046	0.0040	PEL.SG
HG01578.SG	-0.0006	0.0325	-0.0078	-0.0424	-0.0111	-0.0297	-0.0036	-0.0106	0.0046	-0.0057	PEL.SG
HG01917.SG	0.0076	0.0513	-0.0056	-0.0631	-0.0257	-0.0520	0.0067	-0.0116	0.0040	-0.0008	PEL.SG
HG01918.SG	0.0038	0.0426	-0.0100	-0.0637	-0.0195	-0.0406	0.0048	-0.0128	-0.0018	-0.0035	PEL.SG
HG01920.SG	0.0115	0.0541	-0.0110	-0.0721	-0.0278	-0.0528	0.0096	-0.0151	0.0101	0.0055	PEL.SG
HG01921.SG	0.0051	0.0398	-0.0075	-0.0582	-0.0135	-0.0407	0.0093	-0.0057	0.0064	0.0046	PEL.SG
HG01923.SG	0.0092	0.0523	-0.0114	-0.0719	-0.0265	-0.0482	0.0118	-0.0047	0.0143	0.0006	PEL.SG
HG01926.SG	0.0123	0.0583	-0.0129	-0.0730	-0.0252	-0.0584	0.0065	-0.0150	0.0055	0.0029	PEL.SG
HG01927.SG	0.0108	0.0523	-0.0118	-0.0712	-0.0182	-0.0521	0.0065	-0.0155	0.0029	-0.0044	PEL.SG
HG01932.SG	0.0051	0.0420	-0.0081	-0.0583	-0.0197	-0.0460	0.0052	-0.0126	0.0066	-0.0029	PEL.SG
HG01935.SG	0.0044	0.0420	-0.0081	-0.0578	-0.0204	-0.0376	0.0063	-0.0076	0.0046	0.0011	PEL.SG
HG01936.SG	0.0002	0.0394	-0.0109	-0.0542	-0.0142	-0.0319	0.0075	-0.0070	-0.0023	0.0037	PEL.SG
HG01938.SG	0.0138	0.0542	-0.0094	-0.0750	-0.0268	-0.0502	0.0121	-0.0210	0.0047	0.0004	PEL.SG
HG01939.SG	0.0053	0.0442	-0.0072	-0.0629	-0.0174	-0.0440	0.0096	-0.0155	0.0102	0.0024	PEL.SG
HG01942.SG	0.0067	0.0465	-0.0020	-0.0668	-0.0271	-0.0456	0.0098	-0.0115	0.0081	-0.0022	PEL.SG
HG01945.SG	0.0064	0.0446	-0.0080	-0.0619	-0.0204	-0.0439	0.0061	-0.0107	0.0090	0.0050	PEL.SG
HG01947.SG	-0.0020	0.0363	-0.0082	-0.0513	-0.0090	-0.0370	0.0073	-0.0078	0.0029	0.0062	PEL.SG
HG01951.SG	0.0104	0.0553	-0.0098	-0.0725	-0.0298	-0.0550	0.0125	-0.0173	0.0062	0.0039	PEL.SG
HG01953.SG	0.0069	0.0489	-0.0096	-0.0658	-0.0229	-0.0538	0.0067	-0.0173	0.0032	-0.0016	PEL.SG
HG01954.SG	0.0096	0.0525	-0.0082	-0.0721	-0.0199	-0.0561	0.0116	-0.0184	0.0023	0.0009	PEL.SG
HG01961.SG	0.0122	0.0552	-0.0100	-0.0750	-0.0292	-0.0529	0.0171	-0.0114	0.0106	-0.0068	PEL.SG
HG01967.SG	0.0013	0.0349	-0.0061	-0.0500	-0.0122	-0.0331	0.0095	-0.0063	0.0015	-0.0052	PEL.SG
HG01968.SG	0.0104	0.0553	-0.0107	-0.0700	-0.0215	-0.0547	0.0042	-0.0105	0.0071	-0.0020	PEL.SG
HG01970.SG	0.0013	0.0385	-0.0075	-0.0525	-0.0175	-0.0376	0.0007	-0.0091	0.0029	0.0034	PEL.SG
HG01973.SG	0.0062	0.0478	-0.0077	-0.0640	-0.0201	-0.0460	0.0140	-0.0181	0.0089	-0.0074	PEL.SG
HG01974.SG	0.0098	0.0537	-0.0084	-0.0734	-0.0216	-0.0520	0.0069	-0.0171	0.0061	0.0001	PEL.SG
HG01976.SG	0.0019	0.0388	-0.0076	-0.0520	-0.0134	-0.0359	0.0147	-0.0093	0.0006	-0.0030	PEL.SG
HG01977.SG	0.0048	0.0449	-0.0100	-0.0593	-0.0168	-0.0451	0.0065	-0.0092	0.0135	0.0045	PEL.SG
HG01979.SG	0.0039	0.0396	-0.0049	-0.0565	-0.0125	-0.0344	0.0095	-0.0075	0.0020	0.0000	PEL.SG
HG01980.SG	0.0016	0.0422	-0.0064	-0.0608	-0.0152	-0.0397	0.0062	-0.0149	0.0028	-0.0018	PEL.SG
HG01982.SG	0.0045	0.0422	-0.0080	-0.0587	-0.0171	-0.0357	0.0098	-0.0113	0.0036	-0.0030	PEL.SG
HG01983.SG	0.0030	0.0390	-0.0073	-0.0507	-0.0140	-0.0366	0.0022	-0.0132	0.0053	-0.0029	PEL.SG
HG01991.SG	0.0025	0.0408	-0.0067	-0.0573	-0.0199	-0.0452	0.0076	-0.0166	0.0059	0.0063	PEL.SG
HG01992.SG	0.0111	0.0491	-0.0089	-0.0719	-0.0261	-0.0528	0.0074	-0.0249	0.0085	0.0039	PEL.SG
HG01997.SG	0.0070	0.0518	-0.0099	-0.0708	-0.0235	-0.0461	0.0071	-0.0189	0.0064	-0.0014	PEL.SG
HG02002.SG	0.0061	0.0424	-0.0070	-0.0600	-0.0200	-0.0381	0.0085	-0.0092	0.0014	-0.0053	PEL.SG
HG02003.SG	0.0056	0.0473	-0.0092	-0.0609	-0.0159	-0.0428	0.0122	-0.0144	-0.0020	0.0011	PEL.SG
HG02008.SG	0.0074	0.0505	-0.0068	-0.0623	-0.0197	-0.0430	0.0077	-0.0171	0.0063	0.0034	PEL.SG
HG02089.SG	-0.0002	0.0404	-0.0039	-0.0548	-0.0118	-0.0368	0.0076	-0.0098	0.0119	0.0060	PEL.SG
HG02102.SG	0.0077	0.0501	-0.0058	-0.0632	-0.0206	-0.0467	0.0083	-0.0146	0.0125	-0.0037	PEL.SG
HG02104.SG	0.0071	0.0525	-0.0102	-0.0717	-0.0216	-0.0505	0.0064	-0.0104	0.0073	0.0010	PEL.SG
HG02105.SG	0.0113	0.0545	-0.0091	-0.0775	-0.0247	-0.0502	0.0131	-0.0169	0.0062	-0.0042	PEL.SG
HG02146.SG	0.0084	0.0493	-0.0106	-0.0655	-0.0216	-0.0441	0.0181	-0.0119	0.0050	-0.0024	PEL.SG
HG02147.SG	0.0092	0.0519	-0.0111	-0.0714	-0.0149	-0.0525	0.0096	-0.0149	0.0165	0.0002	PEL.SG
HG02150.SG	0.0119	0.0538	-0.0116	-0.0712	-0.0205	-0.0470	0.0069	-0.0151	0.0059	-0.0009	PEL.SG
HG02252.SG	0.0017	0.0402	-0.0067	-0.0521	-0.0169	-0.0294	0.0044	-0.0138	0.0051	0.0020	PEL.SG
HG02253.SG	-0.0016	0.0302	-0.0058	-0.0435	-0.0102	-0.0244	0.0077	-0.0045	-0.0024	-0.0033	PEL.SG
HG02259.SG	0.0123	0.0555	-0.0072	-0.0740	-0.0247	-0.0535	0.0102	-0.0168	0.0088	0.0039	PEL.SG
HG02260.SG	0.0061	0.0448	-0.0091	-0.0580	-0.0192	-0.0471	0.0123	-0.0122	0.0030	0.0050	PEL.SG
HG02262.SG	0.0041	0.0452	-0.0084	-0.0617	-0.0183	-0.0410	0.0022	-0.0140	0.0069	-0.0015	PEL.SG
